name	A549_WT_01dex_A	A549_WT_01dex_B	A549_WT_0dex_A	A549_WT_0dex_B	A549_WT_100dex_A	A549_WT_100dex_B	U20S_WT_01dex_A	U20S_WT_01dex_B	U20S_WT_0dex_A	U20S_WT_0dex_B	U20S_WT_100dex_A	U20S_WT_100dex_B	length
1782	C12orf57	97	398	113	329	150	214	71	111	60	161	34	92	2188
1783	C12orf60	20	52	15	57	21	32	25	31	15	35	16	50	20288
1784	C12orf65	146	451	129	476	289	328	297	278	149	425	102	258	24217
1785	C12orf66	150	468	131	454	242	287	122	229	72	188	55	217	29659
1786	C12orf71	0	0	0	0	0	0	0	0	0	0	0	0	1467
1787	C12orf73	101	277	135	285	240	279	78	102	51	76	29	93	7015
1788	C12orf74	4	3	0	5	6	1	0	0	0	0	0	0	5708
1789	C12orf75	627	1617	539	1620	800	779	236	251	175	415	46	136	40884
1790	C12orf76	62	213	98	223	92	159	52	55	28	51	30	73	26520
1791	C12orf77	0	0	0	0	0	0	0	0	0	0	0	0	4017
1792	C12orf80	1	14	2	5	6	7	8	7	9	9	3	3	5276
1793	C13orf42	0	1	0	1	0	0	0	0	0	0	0	0	28382
1794	C14orf119	131	352	132	375	250	217	118	158	51	147	41	136	4984
1795	C14orf132	171	640	273	678	336	382	203	336	131	206	339	880	54649
1796	C14orf177	0	0	0	0	0	0	0	0	0	0	0	0	6155
1797	C14orf178	29	44	16	36	20	27	13	15	4	15	5	7	8914
1798	C14orf180	0	0	0	0	0	0	0	0	0	0	0	0	8708
1799	C14orf28	82	230	58	195	107	122	139	186	65	207	37	142	9955
1800	C14orf39	2	3	1	3	3	5	512	657	249	602	198	634	50092
1801	C14orf93	19	63	31	57	45	44	78	79	35	83	24	64	14138
1802	C15orf32	0	0	0	1	2	0	0	1	1	0	1	0	29442
1803	C15orf38-AP3S2	996	2661	1209	2864	1604	1963	919	1067	551	1072	451	1053	82393
1804	C15orf39	465	1405	559	1358	647	802	241	428	203	484	114	360	10291
1805	C15orf40	114	410	149	412	221	262	152	203	114	209	68	242	3693
1806	C15orf41	159	450	135	435	205	283	236	291	125	305	83	289	152374
1807	C15orf48	58	185	60	150	46	53	0	1	0	3	2	4	2922
1808	C15orf53	0	0	0	0	0	0	0	0	0	0	1	0	3442
1809	C15orf56	0	1	0	1	0	1	1	0	0	1	0	0	2247
1810	C15orf59	38	51	20	50	41	28	18	20	11	28	6	14	16046
1811	C15orf61	24	68	26	67	39	39	65	103	27	122	27	61	6121
1812	C15orf62	7	9	3	16	9	5	1	1	0	2	0	0	2490
1813	C15orf65	21	54	19	49	17	30	7	3	2	5	0	2	10189
1814	C16orf45	0	0	0	0	0	0	0	0	0	0	0	0	85995
1815	C16orf46	89	330	142	349	130	214	133	184	109	230	47	169	16289
1816	C16orf47	0	0	0	0	1	1	0	3	0	0	1	1	17811
1817	C16orf54	0	0	0	1	0	0	0	0	0	0	0	0	3558
1818	C16orf58	372	981	445	1056	563	708	333	397	212	426	199	440	18946
1819	C16orf70	159	539	198	514	338	368	366	396	211	506	155	505	38554
1820	C16orf71	13	63	19	75	31	42	30	43	18	44	10	27	15110
1821	C16orf72	471	1320	435	1283	704	791	773	940	400	1153	237	631	28020
1822	C16orf74	282	890	376	972	377	484	74	79	62	92	45	102	43568
1823	C16orf78	0	0	0	0	0	0	0	0	0	0	0	0	25625
1824	C16orf82	0	0	0	0	0	0	0	0	0	0	0	0	2270
1825	C16orf86	1	5	1	3	0	0	2	5	2	2	1	1	1946
1826	C16orf87	114	336	130	321	188	221	125	165	68	192	49	115	34802
1827	C16orf89	0	0	0	0	0	0	0	2	0	0	0	1	22025
1828	C16orf90	0	0	0	0	0	0	0	0	0	0	0	0	1939
1829	C16orf91	23	34	15	49	20	13	28	36	17	20	12	16	1058
1830	C16orf92	1	0	0	1	0	1	0	0	0	0	0	0	1370
1831	C16orf95	95	353	145	367	247	252	243	280	143	234	99	344	14623
1832	C16orf96	8	15	6	16	12	12	27	24	18	14	16	45	43829
1833	C16orf97	0	1	1	0	0	0	1	2	0	3	0	1	47585
1834	C17orf100	4	15	11	24	8	17	5	11	3	13	4	17	1561
1835	C17orf102	0	0	0	1	2	0	2	0	1	5	0	0	5248
1836	C17orf107	47	130	53	143	56	80	30	62	29	62	17	51	3281
1837	C17orf112	0	0	0	0	0	0	0	0	0	0	0	0	2134
1838	C17orf113	84	250	195	201	143	174	118	110	55	97	53	112	10896
1839	C17orf47	0	0	0	0	1	1	4	2	2	3	5	6	2787
1840	C17orf49	63	168	68	167	92	89	74	67	49	93	23	51	2789
1841	C17orf50	26	74	49	74	41	57	5	6	3	8	2	11	4184
1842	C17orf51	163	556	156	442	270	339	269	368	166	427	122	394	23370
1843	C17orf53	134	498	125	432	243	259	283	311	181	400	101	240	20576
1844	C17orf58	60	209	80	220	153	144	73	93	66	95	47	154	2552
1845	C17orf64	6	8	5	4	3	6	0	0	0	0	0	1	8924
1846	C17orf67	302	885	334	937	398	421	174	221	142	322	101	274	42015
1847	C17orf75	203	515	197	562	341	325	214	256	125	242	110	261	13770
1848	C17orf77	0	0	0	1	1	0	0	1	0	0	0	0	9293
1849	C17orf78	0	0	0	0	0	0	0	0	0	0	0	0	16724
1850	C17orf80	122	341	121	367	186	212	238	260	115	280	165	373	12729
1851	C17orf82	22	57	13	82	41	41	65	84	42	80	28	80	1531
1852	C17orf97	58	134	70	129	115	129	19	18	17	17	5	12	4341
1853	C17orf98	0	2	1	0	0	1	0	0	0	1	0	1	6303
1854	C17orf99	8	29	7	26	10	14	0	0	0	0	0	1	19932
1855	C18orf12	0	0	0	0	0	0	0	0	0	0	0	0	538
1856	C18orf21	17	92	15	70	32	32	43	74	22	80	25	70	6664
1857	C18orf25	183	486	166	508	295	344	362	434	200	548	135	368	92972
1858	C18orf32	213	696	410	702	465	560	448	552	283	653	186	595	6098
1859	C18orf54	13	65	13	45	24	40	65	72	38	113	26	131	21509
1860	C18orf63	0	1	0	0	1	0	64	63	24	86	7	48	43314
1861	C18orf65	3	4	1	3	7	5	2	4	2	2	1	3	2569
1862	C19orf12	263	945	330	832	470	561	379	474	242	605	147	434	16172
1863	C19orf18	24	50	24	72	48	37	24	16	14	34	9	23	16099
1864	C19orf24	71	220	103	221	110	124	181	286	147	244	96	289	3725
1865	C19orf25	155	431	154	391	232	272	299	368	204	370	135	360	6030
1866	C19orf33	140	391	123	405	203	178	136	115	83	174	24	54	847
1867	C19orf38	3	16	4	7	6	4	6	5	5	15	2	2	21390
1868	C19orf44	49	155	57	144	108	135	53	57	63	106	26	58	22149
1869	C19orf47	248	828	323	851	471	534	249	271	193	338	96	243	27351
1870	C19orf48	279	973	300	895	413	597	708	1014	391	1000	306	835	6863
1871	C19orf53	80	230	79	225	112	147	134	165	139	251	55	168	4332
1872	C19orf54	353	1039	402	1137	618	794	214	280	167	331	112	372	9699
1873	C19orf57	24	51	24	46	21	38	52	69	46	87	30	44	23819
1874	C19orf66	57	180	61	153	68	82	19	24	13	46	8	25	7135
1875	C19orf67	15	21	26	37	14	21	24	21	38	63	4	15	4165
1876	C19orf70	24	94	58	93	83	92	53	51	24	51	21	64	2484
1877	C19orf71	41	139	54	166	84	104	103	127	108	189	62	162	4875
1878	C19orf73	2	3	0	5	2	4	2	2	2	2	1	1	745
1879	C19orf81	124	417	146	393	220	254	108	193	69	181	60	130	9867
1880	C19orf84	0	2	0	1	2	0	1	2	0	0	0	2	2287
1881	C1D	109	238	66	234	123	133	214	241	103	255	69	237	20829
1882	C1GALT1	195	579	170	545	201	290	443	456	245	688	115	335	66038
1883	C1GALT1C1	53	193	55	179	78	152	17	33	15	22	8	41	4478
1884	C1GALT1C1L	5	33	13	42	20	25	23	27	28	32	14	60	1171
1885	C1orf100	10	6	2	8	2	7	7	6	1	3	1	6	36455
1886	C1orf105	4	19	6	8	8	9	4	4	0	0	3	8	15938
1887	C1orf109	172	425	216	497	283	341	283	303	201	325	170	302	9027
1888	C1orf112	24	58	14	63	30	28	68	79	26	93	26	84	8979
1889	C1orf115	14	46	11	45	19	24	0	0	0	0	0	1	8873
1890	C1orf116	50	152	44	103	94	92	155	192	92	121	47	197	14237
1891	C1orf122	23	59	21	60	49	40	56	62	26	80	14	61	1655
1892	C1orf123	75	237	91	239	112	170	153	236	107	253	62	242	6542
1893	C1orf127	1	9	5	6	3	3	7	4	1	6	1	2	35566
1894	C1orf131	183	521	175	505	311	324	271	317	125	311	100	332	17426
1895	C1orf141	0	0	0	0	0	0	0	0	0	0	1	0	42797
1896	C1orf146	0	0	0	0	0	0	0	0	0	0	1	1	27796
1897	C1orf158	0	0	0	0	0	0	0	0	0	0	0	0	14985
1898	C1orf159	177	546	193	551	260	350	320	443	217	525	114	411	34540
1899	C1orf162	7	19	8	20	17	14	60	48	33	90	13	69	4645
1900	C1orf167	2	8	2	6	3	5	0	4	1	1	1	2	27394
1901	C1orf174	131	353	181	458	186	255	158	221	116	236	100	247	11162
1902	C1orf185	1	4	1	3	2	3	1	1	0	2	0	0	45860
1903	C1orf189	122	290	101	251	144	199	153	178	96	194	71	181	7282
1904	C1orf194	0	1	0	1	0	0	0	1	0	0	0	0	7908
1905	C1orf195	7	8	7	18	7	5	0	0	0	0	0	0	3152
1906	C1orf198	104	307	72	261	168	197	282	424	139	477	132	415	18919
1907	C1orf21	141	484	177	466	234	285	545	599	248	679	248	614	242007
1908	C1orf210	0	0	0	0	0	0	0	0	0	1	0	0	3698
1909	C1orf216	37	92	28	76	68	49	84	91	64	142	48	88	3037
1910	C1orf226	43	121	39	111	71	90	27	37	13	37	15	49	5090
1911	C1orf229	11	17	13	22	41	18	4	8	8	11	2	5	2259
1912	C1orf35	118	259	126	293	159	215	139	156	92	155	65	149	2737
1913	C1orf43	149	433	181	428	278	304	262	368	162	361	116	352	9338
1914	C1orf50	17	59	29	74	30	52	65	85	41	103	33	57	8499
1915	C1orf52	100	300	103	315	138	197	209	347	101	322	94	303	9721
1916	C1orf53	5	33	13	24	16	28	30	36	21	54	10	28	4817
1917	C1orf54	6	35	10	29	20	20	15	13	7	11	9	17	8127
1918	C1orf56	23	77	29	96	36	45	19	25	10	28	11	18	3058
1919	C1orf61	39	174	58	159	79	63	80	93	58	106	18	107	17516
1920	C1orf68	0	0	0	0	0	0	0	0	0	0	0	0	909
1921	C1orf74	151	383	114	441	152	229	184	276	82	206	82	253	5524
1922	C1orf87	0	0	0	0	1	0	3	3	1	3	5	6	83378
1923	C1orf94	1	0	0	1	0	0	1	0	0	0	0	2	42181
1924	C1QA	0	1	0	1	0	1	0	0	0	1	0	0	2922
1925	C1QB	0	0	0	0	0	0	0	0	0	0	0	0	8658
1926	C1QBP	113	450	195	456	300	348	135	184	86	155	58	190	6374
1927	C1QC	0	0	0	0	0	0	0	0	0	0	0	0	4496
1928	C1QL1	102	214	118	275	130	125	274	306	162	258	108	240	8585
1929	C1QL2	1	0	0	2	0	1	1	5	0	2	14	32	2654
1930	C1QL3	0	1	0	0	1	0	1	0	0	0	0	0	8264
1931	C1QL4	3	30	11	30	21	27	109	145	97	165	37	70	4773
1932	C1QTNF1	377	952	385	916	1028	1157	9	9	2	8	19	38	15491
1933	C1QTNF12	22	76	40	76	39	45	11	12	19	18	8	15	4278
1934	C1QTNF2	2	18	7	12	6	6	146	172	97	197	35	122	22889
1935	C1QTNF3	20	89	20	54	38	33	25	32	15	33	4	34	25410
1936	C1QTNF4	28	103	39	104	58	57	12	11	9	12	7	10	4747
1937	C1QTNF5	0	1	1	2	0	0	0	0	0	0	1	0	1951
1938	C1QTNF6	167	643	280	545	252	450	46	67	50	90	24	53	8126
1939	C1QTNF7	0	0	0	1	0	0	0	0	0	0	0	1	18164
1940	C1QTNF8	11	135	34	97	56	99	2	2	1	0	0	5	8020
1941	C1QTNF9	7	8	4	10	6	7	10	3	1	1	2	4	12955
1942	C1QTNF9B	0	0	0	0	0	0	0	0	0	0	0	0	5909
1943	C1R	287	829	264	720	473	552	62	84	32	62	36	87	11705
1944	C1RL	244	703	221	577	414	469	279	280	117	234	123	344	7675
1945	C1S	144	379	123	360	217	218	5	11	2	11	3	6	10373
1946	C2	0	0	0	0	0	0	0	0	0	0	0	0	7583
1947	C20orf141	5	7	4	17	2	3	0	0	0	0	0	0	821
1948	C20orf144	44	134	43	103	85	100	112	184	65	136	54	158	1631
1949	C20orf173	0	0	0	0	1	0	0	0	0	0	0	0	2683
1950	C20orf194	1109	2935	1107	2825	1868	2170	876	943	417	1012	311	846	158362
1951	C20orf196	71	214	71	150	102	126	59	73	33	57	22	64	23074
1952	C20orf197	2	3	1	4	8	2	30	39	4	11	27	84	17030
1953	C20orf202	3	6	2	7	5	4	0	0	0	0	0	3	4822
1954	C20orf203	158	315	151	275	199	154	12	13	6	14	18	45	42318
1955	C20orf204	136	514	150	498	202	271	289	470	218	432	154	435	5276
1956	C20orf27	127	492	174	439	253	335	195	290	152	338	93	297	14308
1957	C20orf78	0	0	0	0	0	0	6	4	3	7	3	3	20854
1958	C20orf85	0	0	0	1	0	0	0	11	0	2	10	14	10205
1959	C20orf96	108	348	116	349	171	184	116	114	75	117	30	72	19917
1960	C21orf140	0	0	0	0	0	0	0	0	0	0	0	0	962
1961	C21orf2	101	367	122	313	176	186	121	161	67	158	45	162	9396
1962	C21orf58	200	987	273	914	410	585	346	500	231	497	185	495	17092
1963	C21orf59-TCP10L	151	456	194	487	245	319	217	257	177	273	115	289	39133
1964	C21orf62	0	0	0	0	0	0	0	0	0	0	0	0	23072
1965	C21orf91	66	230	118	257	118	170	353	362	200	497	141	414	30421
1966	C22orf15	0	0	0	0	0	0	0	0	0	0	0	0	2844
1967	C22orf23	13	35	19	53	7	28	21	38	18	34	12	32	10599
1968	C22orf24	2	9	5	6	4	6	1	6	3	6	0	0	4935
1969	C22orf31	0	0	0	0	0	0	0	0	0	0	0	0	3249
1970	C22orf34	0	1	1	3	2	0	196	365	169	391	113	302	37088
1971	C22orf39	167	435	233	487	301	319	502	563	318	625	255	547	5084
1972	C22orf42	0	0	0	0	0	0	0	0	0	0	0	0	10288
1973	C22orf46	116	267	88	310	218	178	320	205	166	294	120	202	7595
1974	C2CD2	80	268	117	283	127	140	27	36	26	69	3	31	41582
1975	C2CD2L	29	78	29	107	35	52	27	27	26	61	11	23	9776
1976	C2CD3	542	1520	507	1551	902	975	953	822	359	927	265	716	136589
1977	C2CD4A	10	18	13	18	24	13	0	0	0	0	0	0	3942
1978	C2CD4B	3	26	5	15	9	18	0	0	0	0	0	0	1747
1979	C2CD4C	9	13	12	17	7	11	29	39	40	53	16	38	3729
1980	C2CD4D	0	2	0	2	0	0	0	0	0	0	0	0	2696
1981	C2CD5	315	917	325	865	486	596	504	542	190	561	174	498	96002
1982	C2CD6	22	41	22	43	31	27	76	89	45	89	46	84	84864
1983	C2orf15	7	14	7	12	8	10	5	4	2	4	1	2	9876
1984	C2orf16	17	79	37	90	41	50	20	48	25	39	17	69	6202
1985	C2orf27A	4	19	4	8	8	6	174	234	82	374	104	304	84979
1986	C2orf27B	0	0	0	0	0	0	0	0	0	0	0	0	6702
1987	C2orf40	0	0	0	1	0	0	2	0	1	3	0	0	12500
1988	C2orf42	208	587	323	581	332	450	342	373	169	368	149	433	40833
1989	C2orf48	329	1464	363	1395	559	784	2139	2979	1458	3110	946	2631	70350
1990	C2orf49	53	155	51	149	81	84	169	192	91	265	69	201	11457
1991	C2orf50	4	16	1	12	0	2	5	1	2	2	7	10	13739
1992	C2orf54	0	0	0	0	0	0	1	2	1	5	0	6	5992
1993	C2orf66	1	5	3	4	6	3	3	2	1	2	2	3	5863
1994	C2orf68	133	390	159	408	242	259	152	161	88	189	78	177	6805
1995	C2orf69	37	140	32	108	66	68	145	197	106	229	61	196	17019
1996	C2orf70	4	15	1	22	4	12	5	8	6	7	0	13	16975
1997	C2orf71	0	1	0	0	0	0	0	0	0	2	1	1	12573
1998	C2orf72	44	219	54	200	75	112	35	39	19	38	26	117	12150
1999	C2orf73	11	28	7	26	7	8	8	4	3	3	2	6	30645
2000	C2orf74	4	7	2	10	5	10	4	4	3	6	2	7	2337
2001	C2orf76	170	461	187	453	253	325	440	434	248	404	248	563	64527
2002	C2orf78	0	0	0	1	1	0	0	1	0	0	0	0	8410
2003	C2orf80	0	1	0	0	0	0	0	0	1	0	0	0	24704
2004	C2orf81	24	94	41	92	37	65	29	30	22	30	17	18	3543
2005	C2orf83	0	1	0	1	0	0	1	0	0	1	0	0	23232
2006	C2orf88	0	4	0	5	6	5	0	0	0	3	1	0	22531
2007	C2orf91	0	0	0	0	0	0	0	0	0	0	0	0	18437
2008	C2orf92	22	64	19	61	32	45	77	92	42	94	33	77	33325
2009	C3	1344	4031	1260	3310	2837	3609	9	24	6	13	22	19	42849
2010	C3AR1	2	0	1	1	3	1	8	5	10	6	3	3	9629
2011	C3orf14	11	16	8	18	17	10	1	4	1	1	1	2	5092
2012	C3orf18	26	70	37	90	62	59	79	80	58	77	33	74	9769
2013	C3orf20	117	352	144	384	226	270	142	172	102	219	68	195	97939
2014	C3orf22	2	6	0	2	1	4	0	0	1	0	0	1	9291
2015	C3orf30	1	0	0	2	0	0	0	0	0	0	0	0	5307
2016	C3orf33	135	291	120	349	159	227	161	146	85	152	59	145	43677
2017	C3orf35	24	58	16	52	32	24	23	18	17	23	13	31	7238
2018	C3orf36	0	0	0	0	0	0	1	0	2	1	0	0	1669
2019	C3orf38	39	105	26	99	46	70	101	130	45	143	35	136	8224
2020	C3orf49	0	0	0	0	0	0	0	0	0	0	0	0	33528
2021	C3orf52	180	413	134	357	225	190	161	197	96	222	46	141	31864
2022	C3orf56	0	0	0	0	0	0	0	0	0	0	0	0	5056
2023	C3orf58	35	87	33	85	52	68	26	50	15	60	14	35	19045
2024	C3orf62	69	141	73	142	88	115	120	184	95	195	49	188	8480
2025	C3orf67	56	208	93	248	77	105	145	217	77	222	74	195	136464
2026	C3orf70	3	7	2	8	4	4	122	143	60	155	152	497	76212
2027	C3orf79	0	0	0	0	0	0	0	0	0	0	0	0	18204
2028	C3orf80	9	27	6	25	7	14	0	3	0	4	0	2	2579
2029	C3orf84	0	0	0	2	0	0	0	0	0	0	0	1	14224
2030	C3orf85	0	0	0	0	0	0	0	0	0	0	0	0	13397
2031	C4A	0	0	0	0	0	0	0	0	0	0	0	0	20625
2032	C4B	0	0	0	0	0	0	0	0	0	0	0	0	20625
2033	C4BPA	37	75	33	62	25	27	0	1	0	1	0	0	40712
2034	C4BPB	1	2	2	2	2	2	26	19	3	5	4	17	10712
2035	C4orf17	0	3	1	3	1	2	0	0	0	0	0	0	31301
2036	C4orf19	2	2	2	1	1	1	10	10	2	7	6	8	9279
2037	C4orf3	86	177	108	211	140	142	118	94	58	73	50	81	4396
2038	C4orf33	15	36	6	31	15	15	12	21	8	21	2	13	16563
2039	C4orf36	35	92	56	105	74	61	70	90	42	69	39	132	16219
2040	C4orf45	3	4	2	2	11	10	5	7	5	7	35	126	141651
2041	C4orf46	22	81	43	88	42	54	62	54	33	76	36	86	5377
2042	C4orf47	4	2	1	4	0	4	2	1	4	2	1	2	20496
2043	C4orf48	40	79	17	63	58	53	29	28	12	38	4	27	1922
2044	C4orf51	18	46	19	51	47	45	44	66	45	50	24	118	52595
2045	C4orf54	2	4	1	1	3	3	28	56	7	39	29	83	18152
2046	C5	66	242	63	253	69	108	9	17	7	7	4	9	50596
2047	C5AR1	48	127	51	99	109	103	156	169	118	179	65	204	12225
2048	C5AR2	0	1	0	0	2	2	1	0	0	0	0	1	1530
2049	C5orf15	245	637	338	686	406	416	291	362	186	384	132	360	13210
2050	C5orf22	157	452	123	397	255	249	383	428	181	504	168	494	22794
2051	C5orf24	91	275	67	259	110	143	166	181	64	220	55	157	13769
2052	C5orf30	101	236	53	233	114	125	63	101	28	89	22	79	19305
2053	C5orf34	102	369	107	353	136	244	466	563	216	594	160	493	28472
2054	C5orf38	10	26	4	33	18	21	20	16	3	3	11	18	2247
2055	C5orf46	2	0	1	1	2	2	236	261	68	204	111	339	13832
2056	C5orf47	1	6	1	1	6	4	2	0	0	3	0	2	16983
2057	C5orf49	10	27	8	19	12	6	3	0	1	1	1	3	21114
2058	C5orf51	95	318	54	240	122	132	209	304	94	259	92	320	17294
2059	C5orf52	0	0	0	0	0	0	0	0	0	0	0	0	8603
2060	C5orf56	140	367	101	304	211	175	241	342	118	281	75	246	65273
2061	C5orf58	0	0	0	0	1	0	0	0	0	0	0	0	13226
2062	C5orf60	0	1	0	0	0	1	0	0	0	0	0	0	3504
2063	C5orf63	44	141	63	155	71	82	114	156	61	135	40	143	22190
2064	C5orf64	4	18	10	17	10	15	5	4	1	0	5	16	68756
2065	C5orf66	336	914	401	929	560	582	183	193	106	179	150	350	311402
2066	C5orf67	15	34	10	29	30	17	8	3	5	10	1	3	94840
2067	C6	4	9	3	2	6	6	2	1	0	2	1	6	71449
2068	C6orf10	0	0	0	0	1	0	0	0	0	0	0	0	79216
2069	C6orf106	264	778	310	794	605	650	633	767	476	1133	225	646	109572
2070	C6orf118	4	5	2	3	2	8	35	35	20	56	17	48	29960
2071	C6orf120	39	115	28	131	63	70	78	103	39	125	35	146	4248
2072	C6orf132	93	228	97	196	157	123	280	537	140	385	220	861	41860
2073	C6orf136	0	0	0	0	0	0	0	0	0	0	0	0	6173
2074	C6orf141	14	52	20	70	3	10	0	0	0	0	1	0	1697
2075	C6orf15	0	0	0	0	0	0	0	0	0	0	0	0	1334
2076	C6orf163	56	163	46	141	81	71	89	121	52	108	38	103	20612
2077	C6orf201	2	0	3	1	0	1	4	1	0	1	0	2	51561
2078	C6orf203	107	318	91	263	151	180	149	147	72	171	55	111	23416
2079	C6orf222	0	0	0	1	0	1	0	0	0	1	3	10	21130
2080	C6orf223	227	609	198	567	477	514	59	68	33	67	62	182	7017
2081	C6orf226	0	0	0	0	0	0	0	2	0	1	0	0	553
2082	C6orf47	0	0	0	0	0	0	0	0	0	0	0	0	2476
2083	C6orf48	0	0	0	0	0	0	0	0	0	0	0	0	4853
2084	C6orf52	115	256	127	284	201	186	152	155	108	161	82	195	23193
2085	C6orf58	9	26	10	16	5	3	1	0	1	1	2	0	14646
2086	C6orf62	233	754	228	687	335	480	365	530	180	566	133	462	14316
2087	C6orf89	119	356	136	348	203	207	633	668	304	736	251	671	43102
2088	C6orf99	4	9	6	14	4	5	90	80	58	144	16	36	21768
2089	C7	1	1	2	0	2	2	4	9	2	9	2	4	75390
2090	C7orf25	120	290	131	343	199	211	242	306	139	356	113	303	2819
2091	C7orf26	182	405	230	446	246	333	421	547	317	623	218	596	18707
2092	C7orf31	129	309	142	371	244	246	188	239	145	277	104	303	45503
2093	C7orf33	0	2	0	0	1	0	0	0	0	0	0	2	25297
2094	C7orf43	125	288	172	333	163	198	116	160	107	178	60	155	4303
2095	C7orf55-LUC7L2	619	1854	608	1754	1024	1177	1192	1574	598	1735	451	1428	82327
2096	C7orf57	1	0	0	2	2	0	19	19	7	32	3	27	25788
2097	C7orf61	25	52	33	65	38	64	21	23	11	33	7	29	7658
2098	C7orf65	6	7	3	8	3	6	1	0	0	2	0	2	6406
2099	C7orf66	0	0	0	0	0	0	0	0	0	0	0	0	614
2100	C7orf69	9	26	23	27	17	16	18	21	17	26	33	56	24558
2101	C7orf71	1	0	0	0	0	1	8	10	3	6	6	10	8187
2102	C7orf77	0	1	0	0	0	0	0	0	0	0	1	2	13520
2103	C8A	3	1	0	0	3	2	0	2	0	2	0	0	63453
2104	C8B	0	0	0	0	0	0	1	1	0	2	0	1	36932
2105	C8G	14	32	20	26	23	35	7	13	5	13	9	14	1730
2106	C8orf33	97	312	85	255	125	157	163	218	93	236	87	232	3594
2107	C8orf34	0	1	0	3	2	1	17	26	6	35	6	25	208837
2108	C8orf37	97	322	86	316	172	229	139	165	83	177	55	155	24323
2109	C8orf44	103	335	82	284	140	199	132	154	44	183	46	134	13599
2110	C8orf44-SGK3	420	1286	451	1234	684	889	542	550	257	721	194	510	194472
2111	C8orf46	54	93	52	93	73	29	383	390	220	534	68	230	25270
2112	C8orf48	3	12	1	8	4	5	13	16	2	22	2	5	1447
2113	C8orf49	0	5	3	7	1	1	2	5	1	9	1	0	1969
2114	C8orf58	158	500	220	500	226	333	229	310	279	533	60	189	4551
2115	C8orf59	80	234	90	208	126	148	213	233	115	235	79	213	6371
2116	C8orf74	12	22	8	17	25	11	0	0	0	0	0	2	27958
2117	C8orf76	194	521	262	559	317	364	473	648	378	684	314	816	21444
2118	C8orf82	114	332	150	345	208	256	166	208	153	243	72	177	2857
2119	C8orf86	10	33	10	21	20	27	19	16	6	22	12	29	17830
2120	C8orf87	0	0	0	0	0	0	0	1	0	0	0	0	32757
2121	C8orf88	59	155	92	178	98	99	233	268	134	346	99	269	26781
2122	C8orf89	0	0	0	0	0	0	0	0	0	0	0	1	18080
2123	C9	42	47	28	69	28	25	12	22	18	28	4	11	80418
2124	C9orf116	45	187	55	169	114	112	40	53	38	75	21	57	4737
2125	C9orf129	0	1	1	0	2	0	1	0	0	1	3	1	28217
2126	C9orf131	0	1	0	0	0	0	0	0	0	0	0	0	3521
2127	C9orf135	2	5	6	9	4	2	92	124	9	50	8	45	85432
2128	C9orf139	5	12	7	18	15	18	5	16	4	7	6	12	9320
2129	C9orf147	113	338	145	412	243	277	130	178	109	186	68	237	35386
2130	C9orf152	3	6	1	6	3	9	0	0	0	0	0	0	8574
2131	C9orf153	41	81	52	106	84	82	54	67	45	94	30	64	35770
2132	C9orf16	61	187	54	161	75	91	51	56	44	71	19	50	3670
2133	C9orf163	74	259	77	245	112	183	35	66	30	75	14	38	2574
2134	C9orf170	1	4	2	4	5	0	122	110	56	109	53	161	11084
2135	C9orf24	6	32	23	39	14	22	3	0	0	2	2	0	2583
2136	C9orf3	1821	4705	1698	4371	2235	2368	1358	1651	647	1618	480	1341	174026
2137	C9orf40	192	552	255	535	351	391	216	322	149	362	121	371	6305
2138	C9orf43	13	43	9	45	29	41	15	39	13	44	8	24	18977
2139	C9orf47	50	148	66	147	208	183	106	127	50	109	83	204	5281
2140	C9orf50	14	50	23	38	19	22	29	23	24	24	6	30	8553
2141	C9orf57	0	0	0	0	0	0	0	0	0	0	0	0	9226
2142	C9orf62	0	0	0	0	0	0	0	0	0	0	0	0	3315
2143	C9orf64	98	272	126	274	160	192	175	257	92	218	85	247	18433
2144	C9orf66	9	30	13	40	8	22	25	18	17	25	11	22	2787
2145	C9orf72	103	320	125	334	200	232	264	399	139	358	112	345	13071
2146	C9orf78	108	236	119	295	274	182	110	167	67	159	44	171	8010
2147	C9orf84	2	4	3	9	11	4	1853	2830	586	2322	248	1066	73016
2148	C9orf85	170	507	145	541	277	293	298	415	98	385	114	370	61952
2149	C9orf92	15	23	14	32	21	20	17	5	6	10	1	4	49174
2150	CA1	0	6	7	5	2	7	48	84	4	80	18	37	13487
2151	CA10	6	4	0	3	2	3	49	54	28	45	17	50	528461
2152	CA11	23	59	25	70	28	40	69	60	70	84	16	43	8372
2153	CA12	2695	7431	2997	7576	4452	4994	82	98	41	107	93	134	58581
2154	CA13	7	14	5	20	11	8	159	193	86	257	41	127	38588
2155	CA14	0	0	0	0	0	0	0	0	0	0	0	0	7337
2156	CA2	2	3	0	5	3	2	26	27	18	41	29	63	17592
2157	CA3	0	0	0	0	0	0	13	14	13	23	4	20	10215
2158	CA4	0	0	0	0	0	0	1	1	1	0	12	28	9612
2159	CA5A	0	1	0	1	1	0	1	3	0	0	1	3	48489
2160	CA5B	76	279	88	232	116	168	68	70	38	102	24	76	49338
2161	CA6	1	0	1	2	0	0	1	1	0	1	12	32	28612
2162	CA7	0	0	0	0	0	1	0	0	0	0	0	0	9211
2163	CA8	711	1614	682	1684	785	898	83	111	80	134	73	196	75400
